Tanggal,Waktu,Tekanan 
2018-03-13,08:42:15,785
2018-03-13,08:44:52,755
2018-03-13,08:47:57,1048
2018-03-13,08:50:38,858
2018-03-13,08:53:17,931
2018-03-13,09:03:19,785
2018-03-13,09:05:57,755
2018-03-13,09:08:54,741
2018-03-13,09:11:29,1195
2018-03-13,09:14:06,770
2018-03-13,09:19:43,741
2018-03-13,09:25:22,594
2018-03-13,09:28:30,931
2018-03-13,09:32:28,711
2018-03-13,09:35:17,624
2018-03-13,10:01:07,1063
2018-03-13,10:03:42,711
2018-03-13,10:08:38,404
2018-03-13,10:11:17,638
2018-03-13,10:14:05,1239
2018-03-13,10:16:44,609
2018-03-13,10:19:26,565
2018-03-13,10:22:32,594
2018-03-13,10:25:14,624
2018-03-13,10:27:52,609
2018-03-13,10:30:30,418
2018-03-13,10:33:15,624
2018-03-13,10:35:54,565
2018-03-13,10:38:47,301
2018-03-13,10:41:22,550
2018-03-13,10:44:00,521
2018-03-13,10:47:00,521
2018-03-13,10:49:37,550
2018-03-13,10:52:17,536
2018-03-13,10:56:06,1458
2018-03-13,10:58:49,477
2018-03-13,11:01:24,506
2018-03-13,11:04:02,902
2018-03-13,11:06:48,448
2018-03-13,11:09:25,448
2018-03-13,11:12:04,360
2018-03-13,11:14:46,331
2018-03-13,11:17:21,418
2018-03-13,11:19:59,213
2018-03-13,11:22:35,375
2018-03-13,11:25:19,477
2018-03-13,11:28:00,609
2018-03-13,11:33:14,741
2018-03-13,11:35:51,360
2018-03-13,11:38:30,331
2018-03-13,11:41:12,433
2018-03-13,11:43:48,433
2018-03-13,11:46:18,477
2018-03-13,11:51:33,492
2018-03-13,11:59:24,594
2018-03-13,12:02:07,448
2018-03-13,12:04:44,624
2018-03-13,12:07:25,609
2018-03-13,12:10:12,506
2018-03-13,12:13:07,653
2018-03-13,12:15:52,653
2018-03-13,12:18:28,550
2018-03-13,12:21:06,1209
2018-03-13,12:23:44,448
2018-03-13,12:26:18,770
2018-03-13,12:29:02,711
2018-03-13,12:31:34,873
2018-03-13,12:34:24,741
2018-03-13,12:36:58,609
2018-03-13,12:39:45,711
2018-03-13,12:42:21,711
2018-03-13,12:45:05,653
2018-03-13,12:47:53,697
2018-03-13,12:50:30,741
2018-03-13,12:53:12,916
2018-03-13,12:55:56,726
2018-03-13,12:58:29,785
2018-03-13,13:01:10,873
2018-03-13,13:03:46,843
2018-03-13,13:06:22,770
2018-03-13,13:09:03,770
2018-03-13,13:11:37,1166
2018-03-13,13:14:35,770
2018-03-13,13:17:10,667
2018-03-13,13:20:02,1107
2018-03-13,13:22:53,770
2018-03-13,13:28:04,799
2018-03-13,13:30:52,770
2018-03-13,13:36:08,799
2018-03-13,13:38:46,1078
2018-03-13,13:41:29,638
2018-03-13,13:43:58,814
2018-03-13,13:49:14,858
2018-03-13,13:54:27,858
2018-03-13,14:02:18,741
2018-03-13,14:04:58,843
2018-03-13,14:07:35,814
2018-03-13,14:13:03,770
2018-03-13,14:15:36,711
2018-03-13,14:18:16,770
2018-03-13,14:20:56,726
2018-03-13,14:23:29,902
2018-03-13,14:26:13,1092
2018-03-13,14:28:55,975
2018-03-13,14:31:33,990
2018-03-13,14:34:20,814
2018-03-13,14:36:51,1195
2018-03-13,14:39:33,975
2018-03-13,14:42:10,916
2018-03-13,14:44:51,1034
2018-03-13,14:50:12,1400
2018-03-13,14:52:45,990
2018-03-13,14:57:55,1253
2018-03-13,15:03:01,1063
2018-03-13,15:05:38,931
2018-03-13,15:08:20,990
2018-03-13,15:10:58,1341
2018-03-13,15:13:33,1166
2018-03-13,15:16:08,1180
2018-03-13,15:18:42,1195
2018-03-13,15:21:24,1473
2018-03-13,15:24:05,1092
2018-03-13,15:26:46,1078
2018-03-13,15:29:18,1224
2018-03-13,15:31:55,1283
2018-03-13,15:34:34,1239
2018-03-13,15:37:12,1268
2018-03-13,15:39:49,1327
2018-03-13,15:47:42,1590
2018-03-13,15:50:19,1327
2018-03-13,15:52:57,1312
2018-03-13,15:55:32,1283
2018-03-13,15:58:09,1341
2018-03-13,16:00:45,1253
2018-03-13,16:03:23,1356
2018-03-13,16:11:12,1297
2018-03-13,16:13:48,1312
2018-03-13,16:16:28,1458
2018-03-13,16:21:55,1678
2018-03-13,16:24:33,1517
2018-03-13,16:27:10,1546
2018-03-13,16:29:49,1546
2018-03-13,16:32:28,1664
2018-03-13,16:35:03,1546
2018-03-13,16:37:39,1620
2018-03-13,16:40:14,2044
2018-03-13,16:42:53,1590
2018-03-13,16:45:32,1737
2018-03-13,16:48:08,1664
2018-03-13,16:50:42,1708
2018-03-13,16:53:19,1678
2018-03-13,16:55:56,2088
2018-03-13,16:58:35,2000
2018-03-13,17:01:15,2088
2018-03-13,17:03:50,1986
2018-03-13,17:06:24,2147
2018-03-13,17:08:59,1971
2018-03-13,17:11:38,1971
2018-03-13,17:14:10,2118
2018-03-13,17:16:44,1957
2018-03-13,17:19:20,2352
2018-03-13,17:21:57,2455
2018-03-13,17:24:32,2132
2018-03-13,17:27:05,2264
2018-03-13,17:29:37,2674
2018-03-13,17:32:10,2074
2018-03-13,17:34:44,2088
2018-03-13,17:37:20,2074
2018-03-13,17:39:59,2352
2018-03-13,17:42:31,2293
2018-03-13,17:45:08,2279
2018-03-13,17:47:39,2411
2018-03-13,17:50:18,2191
2018-03-13,17:52:52,1898
2018-03-13,17:55:29,1751
2018-03-13,17:58:02,1810
2018-03-13,18:00:36,2147
2018-03-13,18:03:13,1781
2018-03-13,18:05:47,1795
2018-03-13,18:08:20,2015
2018-03-13,18:13:28,1839
2018-03-13,18:16:00,1810
2018-03-13,18:18:35,1825
2018-03-13,18:21:07,2103
2018-03-13,18:23:40,1825
2018-03-13,18:26:14,1737
2018-03-13,18:28:47,1898
2018-03-13,18:31:28,1883
2018-03-13,18:37:10,1825
2018-03-13,18:42:50,1708
2018-03-13,18:45:23,1986
2018-03-13,18:47:59,1883
2018-03-13,18:50:32,1898
2018-03-13,18:53:09,1883
2018-03-13,18:55:40,1971
2018-03-13,18:58:14,1869
2018-03-13,19:00:49,1795
2018-03-13,19:03:24,1927
2018-03-13,19:06:00,1927
2018-03-13,19:08:31,1898
2018-03-13,19:11:05,2176
2018-03-13,19:13:39,1839
2018-03-13,19:16:12,2074
2018-03-13,19:18:52,2206
2018-03-13,19:21:23,2396
2018-03-13,19:23:55,2484
2018-03-13,19:26:28,2630
2018-03-13,19:29:07,2411
2018-03-13,19:31:38,2411
2018-03-13,19:34:12,2352
2018-03-13,19:36:48,2381
2018-03-13,19:39:20,2323
2018-03-13,19:41:52,2396
2018-03-13,19:44:25,2572
2018-03-13,19:46:59,2425
2018-03-13,19:49:34,2630
2018-03-13,19:52:10,2455
2018-03-13,19:54:41,2440
2018-03-13,19:57:14,2396
2018-03-13,19:59:46,2381
2018-03-13,20:02:18,2411
2018-03-13,20:04:51,2425
2018-03-13,20:07:30,2411
2018-03-13,20:10:05,2381
2018-03-13,20:12:34,2469
2018-03-13,20:15:08,2279
2018-03-13,20:17:41,2264
2018-03-13,20:20:13,2015
2018-03-13,20:22:48,2499
2018-03-13,20:25:21,2337
2018-03-13,20:27:53,2455
2018-03-13,20:30:25,2616
2018-03-13,20:32:58,2469
2018-03-13,20:35:31,2059
2018-03-13,20:38:03,2176
2018-03-13,20:40:36,2440
2018-03-13,20:43:12,2542
2018-03-13,20:45:46,2250
2018-03-13,20:48:23,2279
2018-03-13,20:50:57,2191
2018-03-13,20:53:30,2030
2018-03-13,20:56:09,2308
2018-03-13,20:58:41,1898
2018-03-13,21:01:16,2440
2018-03-13,21:03:56,1883
2018-03-13,21:06:32,1883
2018-03-13,21:09:08,1927
2018-03-13,21:11:40,1400
2018-03-13,21:14:15,1371
2018-03-13,21:16:48,1458
2018-03-13,21:19:28,1444
2018-03-13,21:22:03,1004
2018-03-13,21:24:36,1166
2018-03-13,21:29:45,1107
2018-03-13,21:37:31,1063
2018-03-13,21:40:06,1034
2018-03-13,21:42:39,1180
2018-03-13,21:45:14,741
2018-03-13,21:47:52,785
2018-03-13,21:50:24,916
2018-03-13,21:52:58,829
2018-03-13,21:55:30,785
2018-03-13,21:58:05,711
2018-03-13,22:03:12,667
2018-03-13,22:05:44,536
2018-03-13,22:11:01,536
2018-03-13,22:16:10,418
2018-03-13,22:18:42,667
2018-03-13,22:21:18,448
2018-03-13,22:23:51,375
2018-03-13,22:26:24,536
2018-03-13,22:29:02,418
2018-03-13,22:31:32,492
2018-03-13,22:34:12,301
2018-03-13,22:36:50,404
2018-03-13,22:39:27,433
2018-03-13,22:42:07,389
2018-03-13,22:44:51,506
2018-03-13,22:47:28,38
2018-03-13,22:50:00,506
2018-03-13,22:52:37,448
2018-03-13,22:55:15,433
2018-03-13,22:57:58,433
2018-03-13,23:00:34,741
2018-03-13,23:03:12,448
2018-03-13,23:05:47,433
2018-03-13,23:08:30,169
2018-03-13,23:11:11,243
2018-03-13,23:13:46,682
2018-03-13,23:16:19,389
2018-03-13,23:18:56,814
2018-03-13,23:21:30,404
2018-03-13,23:24:04,404
2018-03-13,23:26:47,462
2018-03-13,23:29:22,360
2018-03-13,23:31:52,550
2018-03-13,23:34:26,433
2018-03-13,23:36:59,462
2018-03-13,23:39:34,448
2018-03-13,23:42:06,433
2018-03-13,23:44:45,404
2018-03-13,23:47:17,433
2018-03-13,23:49:49,272
2018-03-13,23:52:27,404
2018-03-13,23:54:58,580
2018-03-13,23:57:36,462
2018-03-14,00:00:07,389
2018-03-14,00:02:41,257
2018-03-14,00:05:18,360
2018-03-14,00:07:59,433
2018-03-14,00:10:43,550
2018-03-14,00:13:21,477
2018-03-14,00:15:56,609
2018-03-14,00:18:29,770
2018-03-14,00:21:02,653
2018-03-14,00:23:40,418
2018-03-14,00:26:13,477
2018-03-14,00:31:21,624
2018-03-14,00:33:53,594
2018-03-14,00:39:07,477
2018-03-14,00:41:44,375
2018-03-14,00:44:16,638
2018-03-14,00:46:51,433
2018-03-14,00:49:25,536
2018-03-14,00:51:59,418
2018-03-14,00:54:36,404
2018-03-14,00:57:06,448
2018-03-14,00:59:42,580
2018-03-14,01:02:11,536
2018-03-14,01:04:45,477
2018-03-14,01:07:16,536
2018-03-14,01:09:55,448
2018-03-14,01:12:27,506
2018-03-14,01:15:08,477
2018-03-14,01:17:42,433
2018-03-14,01:20:13,404
2018-03-14,01:25:25,682
2018-03-14,01:28:00,477
2018-03-14,01:30:38,536
2018-03-14,01:33:08,433
2018-03-14,01:35:43,521
2018-03-14,01:38:17,492
2018-03-14,01:40:56,492
2018-03-14,01:43:28,404
2018-03-14,01:46:02,550
2018-03-14,01:48:38,741
2018-03-14,01:53:48,624
2018-03-14,01:56:23,492
2018-03-14,01:58:57,873
2018-03-14,02:01:34,404
2018-03-14,02:09:17,404
2018-03-14,02:11:49,975
2018-03-14,02:14:29,331
2018-03-14,02:17:00,565
2018-03-14,02:19:35,565
2018-03-14,02:22:05,858
2018-03-14,02:24:40,653
2018-03-14,02:27:15,448
2018-03-14,02:29:52,492
2018-03-14,02:32:26,594
2018-03-14,02:35:02,506
2018-03-14,02:37:39,580
2018-03-14,02:40:12,609
2018-03-14,02:42:47,243
2018-03-14,02:45:32,1078
2018-03-14,02:48:09,755
2018-03-14,02:50:39,550
2018-03-14,02:53:14,609
2018-03-14,02:55:51,609
2018-03-14,02:58:26,580
2018-03-14,03:00:57,624
2018-03-14,03:03:35,536
2018-03-14,03:08:42,697
2018-03-14,03:11:18,594
2018-03-14,03:13:55,829
2018-03-14,03:16:30,462
2018-03-14,03:19:05,609
2018-03-14,03:21:42,741
2018-03-14,03:24:14,653
2018-03-14,03:26:49,667
2018-03-14,03:29:25,653
2018-03-14,03:32:00,316
2018-03-14,03:34:34,638
2018-03-14,03:37:18,697
2018-03-14,03:39:54,506
2018-03-14,03:42:48,741
2018-03-14,03:45:29,638
2018-03-14,03:48:02,843
2018-03-14,03:50:38,770
2018-03-14,03:55:51,697
2018-03-14,03:58:31,770
2018-03-14,04:06:20,624
2018-03-14,04:08:58,755
2018-03-14,04:11:45,916
2018-03-14,04:14:23,741
2018-03-14,04:16:58,1019
2018-03-14,04:19:32,960
2018-03-14,04:22:18,887
2018-03-14,04:27:30,653
2018-03-14,04:30:03,770
2018-03-14,04:35:18,741
2018-03-14,04:40:28,799
2018-03-14,04:43:13,770
2018-03-14,04:45:47,873
2018-03-14,04:48:25,741
2018-03-14,04:50:57,609
2018-03-14,04:53:36,755
2018-03-14,04:56:08,755
2018-03-14,04:58:47,726
2018-03-14,05:01:20,887
2018-03-14,05:04:10,770
2018-03-14,05:09:23,843
2018-03-14,05:12:06,799
2018-03-14,05:14:45,799
2018-03-14,05:17:15,931
2018-03-14,05:19:58,682
2018-03-14,05:25:10,785
2018-03-14,05:27:46,799
2018-03-14,05:30:20,785
2018-03-14,05:35:27,799
2018-03-14,05:38:07,785
2018-03-14,05:40:40,697
2018-03-14,05:43:20,711
2018-03-14,05:45:53,785
2018-03-14,05:48:30,829
2018-03-14,05:51:01,799
2018-03-14,05:53:36,916
2018-03-14,05:56:08,799
2018-03-14,05:58:48,1122
2018-03-14,06:01:25,741
2018-03-14,06:03:58,843
2018-03-14,06:06:37,726
2018-03-14,06:09:11,902
2018-03-14,06:14:17,755
2018-03-14,06:16:51,711
2018-03-14,06:19:36,785
2018-03-14,06:22:11,741
2018-03-14,06:24:44,858
2018-03-14,06:27:22,873
2018-03-14,06:29:54,887
2018-03-14,06:32:31,785
2018-03-14,06:35:03,726
2018-03-14,06:37:42,726
2018-03-14,06:40:12,770
2018-03-14,06:42:50,829
2018-03-14,06:45:27,843
2018-03-14,06:48:04,829
2018-03-14,06:50:34,799
2018-03-14,06:53:12,887
2018-03-14,06:55:46,1122
2018-03-14,06:58:24,1473
2018-03-14,07:01:13,946
2018-03-14,07:03:55,931
2018-03-14,07:06:34,931
2018-03-14,07:09:06,916
2018-03-14,07:14:16,931
2018-03-14,07:19:27,829
2018-03-14,07:27:13,931
2018-03-14,07:29:44,902
2018-03-14,07:32:47,946
2018-03-14,07:35:23,1019
2018-03-14,07:38:05,829
2018-03-14,07:40:36,946
2018-03-14,07:43:14,916
2018-03-14,07:48:25,887
2018-03-14,07:51:08,1063
2018-03-14,07:56:18,843
2018-03-14,07:58:55,1004
2018-03-14,08:01:27,858
2018-03-14,08:04:08,711
2018-03-14,08:06:47,814
2018-03-14,08:11:51,931
2018-03-14,08:14:33,799
2018-03-14,08:22:32,770
2018-03-14,08:25:13,887
2018-03-14,08:27:44,755
2018-03-14,08:33:06,814
2018-03-14,08:35:41,755
2018-03-14,08:38:19,785
2018-03-14,08:40:58,858
2018-03-14,08:43:32,858
2018-03-14,08:46:26,814
2018-03-14,08:49:09,799
2018-03-14,08:51:53,785
2018-03-14,08:54:28,755
2018-03-14,08:57:05,653
2018-03-14,08:59:40,638
2018-03-14,09:02:17,770
2018-03-14,09:04:56,653
2018-03-14,09:07:35,653
2018-03-14,09:10:24,638
2018-03-14,09:13:02,565
2018-03-14,09:15:38,638
2018-03-14,09:18:14,697
2018-03-14,09:20:48,653
2018-03-14,09:23:24,667
2018-03-14,09:26:06,624
2018-03-14,09:28:44,477
2018-03-14,09:31:19,638
2018-03-14,09:34:00,667
2018-03-14,09:36:54,550
2018-03-14,09:39:31,565
2018-03-14,09:42:18,624
2018-03-14,09:44:58,1048
2018-03-14,09:47:39,638
2018-03-14,09:50:26,462
2018-03-14,09:53:18,536
2018-03-14,09:56:07,594
2018-03-14,09:58:38,638
2018-03-14,10:01:15,946
2018-03-14,10:03:53,667
2018-03-14,10:06:35,609
2018-03-14,10:09:15,990
2018-03-14,10:12:09,404
2018-03-14,10:15:04,418
2018-03-14,10:17:41,550
2018-03-14,10:20:13,741
2018-03-14,10:23:01,873
2018-03-14,10:25:35,492
2018-03-14,10:28:16,550
2018-03-14,10:34:08,594
2018-03-14,10:36:39,418
2018-03-14,10:39:13,477
2018-03-14,10:44:25,477
2018-03-14,10:46:57,536
2018-03-14,10:49:34,462
2018-03-14,10:52:06,492
2018-03-14,10:54:50,799
2018-03-14,10:57:23,565
2018-03-14,11:00:03,433
2018-03-14,11:02:41,389
2018-03-14,11:05:23,653
2018-03-14,11:07:57,477
2018-03-14,11:10:43,448
2018-03-14,11:13:16,418
2018-03-14,11:16:02,418
2018-03-14,11:18:35,565
2018-03-14,11:21:16,506
2018-03-14,11:23:49,404
2018-03-14,11:26:48,404
2018-03-14,11:29:21,697
2018-03-14,11:32:07,418
2018-03-14,11:34:39,375
2018-03-14,11:37:42,389
2018-03-14,11:40:14,448
2018-03-14,11:42:51,418
2018-03-14,11:48:31,404
2018-03-14,11:51:07,506
2018-03-14,11:53:51,389
2018-03-14,11:56:44,477
2018-03-14,11:59:21,536
2018-03-14,12:02:01,389
2018-03-14,12:05:07,492
2018-03-14,12:07:39,521
2018-03-14,12:10:18,829
2018-03-14,12:13:00,594
2018-03-14,12:15:48,799
2018-03-14,12:18:26,1253
2018-03-14,12:21:03,536
2018-03-14,12:23:35,624
2018-03-14,12:26:13,682
2018-03-14,12:28:50,536
2018-03-14,12:31:35,1034
2018-03-14,12:34:18,638
2018-03-14,12:36:59,697
2018-03-14,12:39:39,624
2018-03-14,12:42:31,741
2018-03-14,12:45:06,785
2018-03-14,12:47:58,755
2018-03-14,12:50:31,887
2018-03-14,12:53:07,755
2018-03-14,12:57:39,755
2018-03-14,13:01:04,726
2018-03-14,13:03:40,682
2018-03-14,13:06:21,1063
2018-03-14,13:12:30,755
2018-03-14,13:15:11,829
2018-03-14,13:17:46,770
2018-03-14,13:20:22,697
2018-03-14,13:22:59,785
2018-03-14,13:25:35,799
2018-03-14,13:28:07,711
2018-03-14,13:33:27,667
2018-03-14,13:36:02,902
2018-03-14,13:38:36,829
2018-03-14,13:41:10,843
2018-03-14,13:43:45,711
2018-03-14,13:46:20,1048
2018-03-14,13:48:54,799
2018-03-14,13:51:29,1019
2018-03-14,13:54:03,726
2018-03-14,13:56:38,799
2018-03-14,13:59:11,799
2018-03-14,14:01:50,902
2018-03-14,14:04:29,814
2018-03-14,14:07:07,785
2018-03-14,14:09:43,1502
2018-03-14,14:12:18,682
2018-03-14,14:14:53,829
2018-03-14,14:17:27,1385
2018-03-14,14:20:03,1136
2018-03-14,14:22:52,902
2018-03-14,14:25:27,843
2018-03-14,14:28:08,887
2018-03-14,14:30:43,887
2018-03-14,14:33:16,946
2018-03-14,14:35:56,975
2018-03-14,14:38:33,916
2018-03-14,14:41:46,975
2018-03-14,14:51:21,1561
2018-03-14,14:53:56,1136
2018-03-14,14:56:34,990
2018-03-14,14:59:10,1253
2018-03-14,15:01:46,990
2018-03-14,15:04:20,1063
2018-03-14,15:07:02,1063
2018-03-14,15:09:38,1078
2018-03-14,15:12:18,1429
2018-03-14,15:14:53,1107
2018-03-14,15:17:31,1136
2018-03-14,15:20:06,1136
2018-03-14,15:22:42,1151
2018-03-14,15:25:15,1253
2018-03-14,15:27:53,1166
2018-03-14,15:30:36,1239
2018-03-14,15:34:02,1209
2018-03-14,15:36:38,1297
2018-03-14,15:39:13,1253
2018-03-14,15:41:57,1297
2018-03-14,15:44:33,1268
2018-03-14,15:47:05,1297
2018-03-14,15:49:41,1253
2018-03-14,15:52:22,1180
2018-03-14,15:55:29,1312
2018-03-14,16:01:26,1341
2018-03-14,16:04:10,1341
2018-03-14,16:06:45,1180
2018-03-14,16:09:18,1502
2018-03-14,16:11:54,1209
2018-03-14,16:14:28,1400
2018-03-14,16:17:08,2000
2018-03-14,16:19:44,1341
2018-03-14,16:26:02,1371
2018-03-14,16:28:41,1283
2018-03-14,16:31:18,1664
2018-03-14,16:34:02,1385
2018-03-14,16:45:18,1517
2018-03-14,16:47:52,1913
2018-03-14,16:51:10,1634
2018-03-14,16:53:52,1590
2018-03-14,16:56:35,1605
2018-03-14,16:59:10,2015
2018-03-14,17:01:49,1737
2018-03-14,17:04:26,1634
2018-03-14,17:09:42,1810
2018-03-14,17:12:21,1795
2018-03-14,17:14:57,1781
2018-03-14,17:17:45,2103
2018-03-14,17:20:21,1839
2018-03-14,17:24:52,2337
2018-03-14,17:27:31,2088
2018-03-14,17:30:10,2044
2018-03-14,17:32:43,2059
2018-03-14,17:35:17,2323
2018-03-14,17:37:55,2000
2018-03-14,17:40:30,2015
2018-03-14,17:43:12,2118
2018-03-14,17:48:21,2469
2018-03-14,17:50:57,2118
2018-03-14,17:53:32,2074
2018-03-14,17:56:02,2542
2018-03-14,17:58:40,2162
2018-03-14,18:03:51,2176
2018-03-14,18:06:27,2044
2018-03-14,18:09:12,2176
2018-03-14,18:11:59,2777
2018-03-14,18:14:39,2030
2018-03-14,18:20:18,2059
2018-03-14,18:22:59,2059
2018-03-14,18:25:32,2059
2018-03-14,18:28:24,2074
2018-03-14,18:31:18,1854
2018-03-14,18:34:03,1942
2018-03-14,18:36:39,2718
2018-03-14,18:39:18,2044
2018-03-14,18:41:58,2176
2018-03-14,18:44:35,2572
2018-03-14,18:47:12,2132
2018-03-14,18:49:48,2176
2018-03-14,18:52:36,2088
2018-03-14,18:55:24,2044
2018-03-14,18:58:13,2308
2018-03-14,19:00:59,2147
2018-03-14,19:03:42,2191
2018-03-14,19:06:18,2484
2018-03-14,19:08:55,2220
2018-03-14,19:11:33,2059
2018-03-14,19:14:15,2176
2018-03-14,19:16:47,2103
2018-03-14,19:19:24,1913
2018-03-14,19:22:05,2235
2018-03-14,19:24:40,2235
2018-03-14,19:27:22,2206
2018-03-14,19:30:00,2103
2018-03-14,19:32:33,2162
2018-03-14,19:35:09,2528
2018-03-14,19:37:47,1751
2018-03-14,19:40:24,1781
2018-03-14,19:43:06,1722
2018-03-14,19:45:49,1708
2018-03-14,19:48:25,1708
2018-03-14,19:51:00,1869
2018-03-14,19:53:38,1737
2018-03-14,19:56:14,1590
2018-03-14,19:58:50,2088
2018-03-14,20:01:27,1737
2018-03-14,20:04:00,2601
2018-03-14,20:06:39,2162
2018-03-14,20:09:14,2162
2018-03-14,20:14:19,2147
2018-03-14,20:16:58,2044
2018-03-14,20:19:33,2616
2018-03-14,20:22:12,2088
2018-03-14,20:24:56,1971
2018-03-14,20:27:41,1927
2018-03-14,20:30:17,1883
2018-03-14,20:35:30,1942
2018-03-14,20:38:08,2865
2018-03-14,20:40:41,1795
2018-03-14,20:43:21,1883
2018-03-14,20:45:59,1913
2018-03-14,20:48:37,1869
2018-03-14,20:51:12,1825
2018-03-14,20:53:48,1620
2018-03-14,20:56:28,1708
2018-03-14,20:59:05,1781
2018-03-14,21:01:35,2074
2018-03-14,21:04:09,1620
2018-03-14,21:09:23,1678
2018-03-14,21:11:59,1312
2018-03-14,21:14:31,1385
2018-03-14,21:17:07,1034
2018-03-14,21:19:45,1356
2018-03-14,21:22:23,2059
2018-03-14,21:25:13,1195
2018-03-14,21:27:49,1034
2018-03-14,21:30:36,916
2018-03-14,21:33:21,1048
2018-03-14,21:35:51,1122
2018-03-14,21:38:39,755
2018-03-14,21:41:09,1488
2018-03-14,21:43:52,697
2018-03-14,21:46:37,1063
2018-03-14,21:52:02,580
2018-03-14,21:54:59,843
2018-03-14,21:57:38,565
2018-03-14,22:00:39,624
2018-03-14,22:03:13,858
2018-03-14,22:05:51,550
2018-03-14,22:08:28,697
2018-03-14,22:11:13,594
2018-03-14,22:13:49,536
2018-03-14,22:19:14,243
2018-03-14,22:21:54,418
2018-03-14,22:24:35,711
2018-03-14,22:27:17,375
2018-03-14,22:29:58,960
2018-03-14,22:32:42,287
2018-03-14,22:35:29,448
2018-03-14,22:38:12,404
2018-03-14,22:40:48,23
2018-03-14,22:43:29,389
2018-03-14,22:46:17,389
2018-03-14,22:48:58,418
2018-03-14,22:51:36,433
2018-03-14,22:54:13,448
2018-03-14,22:56:55,433
2018-03-14,22:59:34,418
2018-03-14,23:02:13,169
2018-03-14,23:04:52,785
2018-03-14,23:07:29,316
2018-03-14,23:10:17,272
2018-03-14,23:12:53,418
2018-03-14,23:15:28,418
2018-03-14,23:20:55,448
2018-03-14,23:23:38,521
2018-03-14,23:26:11,375
2018-03-14,23:28:49,345
2018-03-14,23:31:27,506
2018-03-14,23:34:07,360
2018-03-14,23:36:41,433
2018-03-14,23:39:19,462
2018-03-14,23:41:53,418
2018-03-14,23:44:30,404
2018-03-14,23:47:07,462
2018-03-14,23:49:43,521
2018-03-14,23:55:03,755
2018-03-14,23:57:39,418
2018-03-15,00:00:16,360
2018-03-15,00:02:51,697
2018-03-15,00:05:30,477
2018-03-15,00:08:11,404
2018-03-15,00:10:48,375
2018-03-15,00:13:24,448
2018-03-15,00:16:04,389
2018-03-15,00:18:40,506
2018-03-15,00:21:21,301
2018-03-15,00:23:59,462
2018-03-15,00:27:46,375
2018-03-15,00:35:46,345
2018-03-15,00:38:30,389
2018-03-15,00:41:12,433
2018-03-15,00:43:52,462
2018-03-15,00:46:38,375
2018-03-15,00:49:29,448
2018-03-15,00:55:04,111
2018-03-15,00:57:37,155
2018-03-15,01:00:13,492
2018-03-15,01:02:52,404
2018-03-15,01:05:31,829
2018-03-15,01:08:06,404
2018-03-15,01:10:46,462
2018-03-15,01:13:23,433
2018-03-15,01:16:09,389
2018-03-15,01:18:43,448
2018-03-15,01:21:19,492
2018-03-15,01:24:03,433
2018-03-15,01:26:54,521
2018-03-15,01:29:29,360
2018-03-15,01:32:09,389
2018-03-15,01:36:03,506
2018-03-15,01:38:43,360
2018-03-15,01:41:17,609
2018-03-15,01:44:12,1063
2018-03-15,01:47:08,1092
2018-03-15,01:49:57,360
2018-03-15,01:54:34,521
2018-03-15,01:59:53,521
2018-03-15,02:02:36,536
2018-03-15,02:05:58,404
2018-03-15,02:08:36,360
2018-03-15,02:11:15,990
2018-03-15,02:13:56,433
2018-03-15,02:16:29,536
2018-03-15,02:19:16,565
2018-03-15,02:21:54,594
2018-03-15,02:27:50,624
2018-03-15,02:30:51,521
2018-03-15,02:33:27,536
2018-03-15,02:36:05,594
2018-03-15,02:41:47,550
2018-03-15,02:44:59,697
2018-03-15,02:47:52,536
2018-03-15,02:50:45,594
2018-03-15,02:53:46,653
2018-03-15,02:56:21,1312
2018-03-15,02:58:58,785
2018-03-15,03:02:14,1107
2018-03-15,03:04:46,594
2018-03-15,03:07:32,638
2018-03-15,03:10:24,741
2018-03-15,03:13:11,653
2018-03-15,03:15:45,682
2018-03-15,03:18:19,506
2018-03-15,03:21:08,448
2018-03-15,03:23:42,667
2018-03-15,03:26:17,667
2018-03-15,03:29:02,697
2018-03-15,03:31:34,1224
2018-03-15,03:36:09,638
2018-03-15,03:38:42,960
2018-03-15,03:41:18,726
2018-03-15,03:43:55,1341
2018-03-15,03:46:30,653
2018-03-15,03:49:07,741
2018-03-15,03:51:46,741
2018-03-15,03:54:29,653
2018-03-15,03:59:52,638
2018-03-15,04:05:47,726
2018-03-15,04:08:35,741
2018-03-15,04:11:12,770
2018-03-15,04:16:41,770
2018-03-15,04:19:20,726
2018-03-15,04:22:02,609
2018-03-15,04:24:50,492
2018-03-15,04:27:38,770
2018-03-15,04:30:24,638
2018-03-15,04:35:43,594
2018-03-15,04:38:26,653
2018-03-15,04:41:15,609
2018-03-15,04:43:48,711
2018-03-15,04:46:26,770
2018-03-15,04:51:46,829
2018-03-15,04:54:56,873
2018-03-15,05:00:29,755
2018-03-15,05:03:11,653
2018-03-15,05:05:48,799
2018-03-15,05:11:04,653
2018-03-15,05:13:45,741
2018-03-15,05:16:22,609
2018-03-15,05:19:36,1209
2018-03-15,05:22:44,829
2018-03-15,05:25:22,1092
2018-03-15,05:28:20,1488
2018-03-15,05:30:56,931
2018-03-15,05:33:32,755
2018-03-15,05:36:25,755
2018-03-15,05:39:02,814
2018-03-15,05:44:15,814
2018-03-15,05:46:50,1122
